x,y,z
-16.310875680822118,8.2859436230474532,-15.755304545600721
-15.881540470689025,7.755815825223813,-15.024116611267401
-15.194942598778738,7.632602309807945,-14.307595996136806
-15.724639570232785,7.7058129624110494,-13.462574506008989
-15.324057447004824,8.0729091507827118,-14.302082904438196
-15.624306868760847,7.9632534386019866,-13.354546145509389
-16.349481470823452,8.0870660864821176,-12.677204116141469
-16.135906857737208,8.3982970302268694,-13.603228513390704
-15.439410814027022,7.9868853867514158,-14.191134731004436
-16.085675887478715,8.5702007956334896,-13.699113808078167
-16.503240709988514,9.1877920199453804,-13.032614971878658
-16.757781274283559,9.6027708895323443,-12.159115321664256
-17.004897272409806,10.231650094074578,-11.421928351103602
-16.106411444237526,9.8362770327540652,-11.612724994039528
-15.737806107284944,9.6602028225178849,-12.525483438568953
-16.157691243835149,9.7320053341531505,-11.620750952456577
-15.928409871268821,10.259306824621486,-12.438909366422948
-15.708901800911006,10.774033015501407,-13.267687476335386
-15.399127464367169,11.167894800881204,-14.133084930940067
-15.170144652541707,11.665938295863247,-14.96945778379612
-14.975980373211991,12.157205988183199,-15.818549231824541
-14.54696848117992,12.562152186427797,-16.625994197764825
-14.911512901289891,12.559868125329082,-15.694810999445837
-14.711721907857894,13.524182418198116,-15.521082753291246
-14.311874463602416,13.61581550559556,-16.433072555107238
-13.784847511373101,13.491420518538495,-17.273767790504081
-14.218374739281598,14.077409227065282,-16.589172014778665
-14.086573803481757,13.998720030146945,-17.577320041954064
-14.803097473030256,14.440947613583162,-18.116790704200785
-14.924823133415019,15.131438326038895,-18.829816257470981
-15.258879361650656,15.141366706773024,-19.772317113509306
-15.569689214306498,15.508402763180348,-20.649062098547152
-15.643874923138785,15.692586877503615,-19.668973994019808
-16.0860574710671,15.092788237516213,-19.002103552496955
-15.987195077795478,14.812244945213736,-19.956840002173351
-16.017014207623546,14.916407563552578,-18.962726845416491
-16.112064873640232,15.169003842627999,-17.999835111789583
-16.268532155774601,14.558323338133791,-17.223570137021184
-16.398758334110745,14.305940331432176,-18.182394396416104
-16.576286442934268,14.216052347627187,-19.162396396896213
-16.644269527327825,13.622846041002612,-19.964571301774924
-17.200752473905258,13.037628037263449,-20.554356532403876
-17.261337516522488,12.952512895543057,-21.548883990677897
-17.35714072553975,13.285841167269533,-20.610953285129863
-17.774985859529565,13.245513971725535,-19.7033304772958
-18.765570057161295,13.213301957814226,-19.570269087095323
-18.034136526995429,13.842870048870104,-19.832278647366238
-19.026316206263314,13.909378285971481,-19.726656024573842
-19.868013168343833,13.972690401986343,-20.262881536826054
-20.843256788557365,14.193007563184567,-20.281861255326458
-21.779766902391355,14.124934722600633,-19.937891932477051
-22.761359360047912,14.266887453475167,-19.810119990060006
-23.759934146219159,14.312471391249062,-19.837877890558332
-24.103264527466827,14.953804663764959,-20.524038136329228
-24.967202437622298,15.129221048440026,-20.996097856474599
-24.019653597433514,15.274005106779793,-20.711161421620158
-23.136991555880147,15.707962392746923,-20.891685088647186
-22.207251879555166,15.936752302790818,-21.180197326393223
-23.168590359374566,15.995723050957963,-20.911216326917177
-22.37067003362877,15.394543819014086,-20.867550724423999
-21.484440847146907,14.985026813643003,-20.651001304337971
-22.417206669821894,14.754188446420736,-20.927879559655381
